customer_tweet_id,customer_text,agent_tweet_id,agent_reply,created_at
676114,"So if i can watch from my firestick in Ireland why does it not work? Ive been onto a sos agent and he had me online for ages but couldn't figure it out. So whats wrong? Why am i getting an error on my stick, netflix and everything else works.",676115,"Hi, apologies for any lack of clarity! I've double-checked &amp; Firestick is sold for UK mainland only. Outside of UK, our international Prime Video site would allow you to watch: ^TS",Thu Nov 23 14:10:10 +0000 2017
1075195,Can I reduce the size and print multiple on one page?,1075197,As long as the confirmations are legible that's perfectly fine Leanne! ^LA,Mon Oct 23 17:03:15 +0000 2017
2549466,"Your delivery agent keeps on missing the delivery every month and then mark as 'delivered', now i am running behind your cc, extremely poor",2549469,"Sorry about the delivery. We'd like to investigate this, please share your details here: ^HA",Mon Oct 30 14:32:42 +0000 2017
2712528,It says AMZL US. It bothers me that I have now received multiple emails that a deliver attempt was made which is incorrect.,2712529,"Hi Floyd, I'm sorry for the delay. We need to get someone to assist you with this issue directly. Please provide the needed information here: So we can get this issue resolved for you. ^BT",Mon Nov 20 03:35:09 +0000 2017
91525,"Nope. Nothing. Just “carrier delay.” And now we’re up to three. Three prime orders, three “guaranteed” delivery dates, three misses.",91527,Thanks for the additional information! Are you having this issue with one specific carrier or with multiple carriers? ^SW,Thu Nov 30 18:24:06 +0000 2017
1540973,any update please???,1540974,"We can assist in real-time with the link provided by AS. Tap ""other"" as option until prompted with option to contact. ^SK",Wed Nov 08 21:18:45 +0000 2017
219545,"I have been waiting since 2.5 months and can wait more, just tell me till when? Wait can not be infinite.",219544,Sorry for the delay. We'll get in touch with you as soon as we have an update. ^NS,Mon Sep 25 06:43:40 +0000 2017
2104292,"Hi can you DM me , I want a better idea of what time my delivery is",2104293,"No, we cannot. We don't give times unless its scheduled. Is your order out for delivery? ^MC",Wed Nov 08 12:52:44 +0000 2017
1720551,My humble request is for provision of Hindi dictionary for words searched while reading Hindi ebooks on Kindle devices.,1720553,I'll certainly forward your feedback to the relevant team internally. Please be assured it would be worked upon. ^EM,Tue Nov 07 07:49:06 +0000 2017
511722,chatted with one of ur reps about an order.. he talked to me very rudely.. i hav a transcript of the chat,511724,I'm sorry to hear you were unsatisfied with your previous conversation! Did you have the opportunity to complete the customer satisfaction survey at the end of the conversation? The feedback provided there is sent directly to that agent's leadership. ^TK,Fri Dec 01 23:01:02 +0000 2017
1766823,"How about you “help me out” now, by delivering my overdue package?",1766824,Sorry about the delay. What estimated delivery date were you given? What's the latest info here: ^RS,Wed Nov 08 10:10:32 +0000 2017
86107,"Amazon says it’s on the way, Canada Post only says they received electronic information. Today is business day 2 and the rep says I’ll get the package by December 4. Certainly not very enticing to get me to pay for a prime membership 🙄",86109,"I'm sorry your package is arriving later than expected, Bailey! What was the original estimated delivery date provided in your order confirmation e-mail? That information can also be found here: ^TH",Thu Nov 30 14:22:48 +0000 2017
1068694,maybe if its a business they can re-prioritize their delivery route,1068693,We can help leave these instructions! Please reach us via phone here: ^AB,Mon Oct 23 15:37:04 +0000 2017
1562882,They msgd me that I've been refunded.and they have given me again refund reference no.I've attached my account statement of sept &amp; Oct.,1562883,Could you please confirm if you have received a correspondence from our end? ^AM,Sat Nov 04 13:39:33 +0000 2017
2269299,Various fob offs. Thursday called promised to sort it out and call me back within 24hrs. Instead got insipid email after 10pm last night with no solution.,2269298,"Hi, was this particular item sold directly by us ? Were you provide with any new information via email yesterday ? ^CR",Sat Nov 11 09:35:19 +0000 2017
76055,It states Amazon Shipping,76056,Sorry to hear your order is delayed. Please let us know if you have not received your order by 5 Dec and we will look into this for you.^ES,Thu Nov 30 12:21:12 +0000 2017
641773,"Thanks, I did. USPS told me how to get my package from the parcel locker and finally understood that the issue is that they didn’t leave me the key/left it in another person’s mailbox. They opened a case, but I have little confidence.",641772,"Thanks for keeping us in the loop! We want to make sure you receive your package, please let us know the outcome of the investigation! ^JO",Wed Nov 22 20:40:45 +0000 2017
394949,7th day requesting any kind of response,394947,Please don't DM Amazon_Help3. We do not DM and they are not affiliated with Amazon. They've been reported. ^CD,Tue Aug 23 19:03:24 +0000 2016
379123,"No ""Correspondence"" received!",379125,That's unusual. Have you not received any email from social media team from the time you submitted your details? ^HK,Mon Oct 09 06:28:48 +0000 2017
295807,They’re not much help,295808,"When you last spoke to us, what information or options were provided? ^AG",Fri Oct 06 19:37:56 +0000 2017
2841743,The problem is simple... Your Amazon transport services are waste of resources. Though you have improved at the part where your so called delivery agents atleast pickup the phone. But I still do not understand why it should take 2 days from bhivandi to Thane,2841745,I get your disappointment. Suggest you to reach out to us via the above link. We'll check this for you. ^SG,Tue Nov 28 09:29:50 +0000 2017
2461291,No I don't have any contact numbers,2461293,You may contact us using this link: and we'll be glad to assist you. ^SY,Wed Nov 15 08:02:43 +0000 2017
682600,provided all the details to your customer care representative (see screenshot),682598,I'm sorry about the hassle. Could you confirm sharing your details via secure link provided above? ^SB,Sat Oct 21 12:50:10 +0000 2017
281979,Your product wich is in pic looks diffrent nd we receve is diffrent and also a color we cannt cancle this bcz i m live in dakor gujarat,281981,Apologies for the inconvenience. Request you to get in touch with our support team here :,Fri Oct 06 14:19:53 +0000 2017
740426,"The mails with verification code didn't arrive yet, I'll call customer when I arrive home if still doesn't work...",740425,Keep us posted. ^VL,Wed Oct 11 13:28:22 +0000 2017
2946851,It says it arrived 8 days ago. 😔 The address on all three of my packages is correct. I think it's safe to say my mailman gave all of my Christmas presents to some other people. All week.,2946853,"Ugh, hate to hear that! Have you already talked to our customer support team to see what our next steps are? We want to get you your packages! ^DY",Wed Nov 29 18:09:50 +0000 2017
1574291,no point to reply to your email. as no action is taken,1574292,We'll be able assist only if you reply to the correspondence. I request you to kindly reply to the email. ^PJ,Mon Nov 06 15:46:21 +0000 2017
1736803,haven't got any email.,1736805,You can check for our response here : Hope this helps. ^CB,Tue Nov 07 09:49:16 +0000 2017
1266306,"thank you. It helped, sort of.",1266307,"Hey, do keep us posted in case you have any further concerns. ^KS",Sun Aug 06 09:24:58 +0000 2017
2184645,For the mousepad ?,2184644,Could you link us to the website you purchased the mousepad from? ^MW,Thu Nov 09 16:45:39 +0000 2017
535050,See product never reached my address and I get a message stating product rejected that product is for project work it's urgent,535048,We apologize for the conflict in tracking update. We'd like to take a closer look into this. Kindly drop your details here: and we'll get in touch with you soon. ^BV,Sat Dec 02 12:27:14 +0000 2017
2578409,"Just joking. I was told I didn't have to send back the item for a refund, now it's saying refund will be issued when item is received.",2578408,Please reach out directly to us via phone/chat here: so that we can take a closer look at the issue and clarify how to receive your refund. ^TN,Thu Nov 16 22:05:55 +0000 2017
2356876,So after speaking to someone in real time I still don't have my parcel today after rearranging the delivery... wth is going on why haven't I received this order?,2356877,That's odd! We'd like to help! We just need a little more information. Could you tell us who the courier of the package is? You can find that inromation here: ^HM,Tue Nov 14 22:02:38 +0000 2017
1319322,I did not get any email regarding this..,1319320,I'd like to work on the issue right away. Please write to us here: and I'll reach out to you. ^SA,Wed Oct 18 05:22:46 +0000 2017
1218273,Already done through your portal.,1218274,I get your concern. Kindly share the details via the above link and we'll check this for you. ^SG,Wed Oct 25 15:33:57 +0000 2017
777217,"It's asking for login again, why I have to do so many things to get my money",777218,Kindly share your details by logging into your account so that we have your details to assist you with your concern. ^SA,Thu Oct 12 06:18:40 +0000 2017
281642,Perhaps I'm being thick! However! There is no option to change only edit &amp; NOTHING in that option re weekend delivery!. Pls send screenshots,281644,"If you can go the address and edit it, it will give the options for weekend delivery. ^PK",Fri Oct 06 12:38:41 +0000 2017
1414462,Please just start leaving things at the door instead of the leasing office!,1414461,I'm sorry to hear this is happening. We want to submit carrier feedback. Please contact us here: ^AY,Thu Nov 02 00:20:51 +0000 2017
268130,"That has happened before, but not in these 3 cases here",268128,"Were you able to reach us using the link provided by ^DC? If so, what insight were we able to offer regarding this? ^ME",Tue Sep 26 14:53:56 +0000 2017
1713143,Sent it,1713144,"Thank you, Benjamin! We'll reach out to you as soon as we can. ^WJ",Wed Nov 08 17:52:52 +0000 2017
469699,Have gone thru that process itself,469700,"In that case, kindly share your details here: we'll get in touch with you at the earliest. ^SC",Fri Dec 01 09:28:22 +0000 2017
1709399,Many times,1709400,Could you provide more detail into what happened and what options we provided? Please don't post your e-mail or order #. ^AM,Tue Nov 07 01:26:43 +0000 2017
1095908,But i cannot find the lable...i have the address of the seller on the invoice that came with the product,1095909,Please use the link earlier provided by my colleague 'MN' for further assistance with this. We'll get back to you soon.^RS,Sun Oct 15 13:46:07 +0000 2017
324239,And yes already dropped in an email through Amazon app.. still no reply.,324242,"Our team replies within 6 hours, Vineet. Has this time frame passed? ^HD",Sat Oct 07 17:15:53 +0000 2017
425180,Still not received item. Checked order tracking and item has been dispatched but not out for delivery yet. Considering that this was ordered on prime on Saturday and I still don’t have it is really annoying...,425181,"Hi Tom, sorry to hear that you have yet to receive your parcel. Have you received any emails advising you of a reason for the delay? ^TI",Tue Nov 21 16:17:14 +0000 2017
2853784,"Yes, delivery dates on some recent orders became the shipping dates and then they were delayed further. Then today I ordered a prime item and it said Monday Dec. 4th it would arrive. Just seemed odd for an otherwise flawless service. Just checking.",2853786,"Some orders may take additional time to ship, especially around this time of year. The most accurate delivery date will be provided at checkout. Do you notice more delays with one courier in particular? ^JO",Mon Nov 27 21:02:26 +0000 2017
1548204,"Yes, yes it is",1548206,"Hey, sorry about the delay. What info can you see on the tracking here: ^RS",Sat Nov 04 08:24:25 +0000 2017
742496,It just says it should be delivered between the 11th or 12th,742499,Thanks for the info! Packages have until 2100 to be delivered on the given delivery date. Keep us posted! ^VB,Wed Oct 11 15:31:03 +0000 2017
69617,"I mean, either way I'd still be waiting 4 days longer for my package. Might as well get off my butt for once and grab a copy at retail 😅 Thanks for the help all the same, hopefully it will be a non-issue next time I use Amazon",69618,Please raise this with us when you get a chance so we can try to prevent the issue happening again! Hope you enjoy your game 😊^PJ,Thu Nov 30 10:18:04 +0000 2017
486660,Still haven’t received any email. Please let me know if the progress and why it’s taking so long.,486663,I'm sorry about the stretch. We're following up on this and we'll reach out to you as soon as we have an update. ^SG,Sun Dec 03 16:34:55 +0000 2017
306159,No I haven't. I've tried the reset password thing &amp; every new password I use still doesn't work.,306160,Resetting the password won't work. Please let us know if you don't get an e-mail from our Account Specialists by tomorrow. ^EZ,Fri Oct 06 23:28:32 +0000 2017
1066737,"Just to add libertyshoe is the seller and the item was sent from central warehouse of Liberty shoe ltd, Panipath.",1085992,"I get your disappointment, Mohit. Please submit your details using the link shared here: ^MP",Mon Oct 23 17:49:57 +0000 2017
423491,"It has been resolved by Amazon Support team , thanks",423492,You're welcome. Glad to know we were able to help. ^GK,Tue Oct 10 11:24:58 +0000 2017
973600,"What do you mean, are you not aware of grabbing my Rs 34500/- and casually cancelling my order. What nonsense is going on. Send me a email.",973601,"As requested, please connect with us using the link shared and we'll get right on this. ^HK",Tue Oct 24 10:41:39 +0000 2017
2473396,After giving all information there is no resolution till now the worst customer service,2473397,As informed earlier we would not be able to check your account/orders details from here. Please drop in your details in the link provided above here: and we will help you. ^AH,Thu Nov 16 09:32:03 +0000 2017
870039,Yes I have. But I cannot fax them anything because I don't have a way of doing so.,870041,"I understand the frustration! You can always e-fax the requested info. Also, a local library or office supply may have a fax ^AD",Fri Oct 13 15:45:09 +0000 2017
2666889,"Two sets of deliveries on two subsequent days ‘couldn’t find the security code or out of business hours’ err I’m not a business nor is there a secure gate. Basically, courier couldn’t be ar*ed to find my address. Knock off early time?",2666891,"Sorry to hear that, did you report this to us here: ^JJ",Sun Nov 19 10:48:41 +0000 2017
1651550,sent a message to you in detail. need a quick response as all of these gift if for my son's bday today,1651552,We have received your details. We are working on it and will get back to you with an update at the earliest.^HR,Mon Nov 06 07:32:34 +0000 2017
1265174,"Oh yes ,I have",1265176,We haven't received your details yet. Request you to share your details again through the secured link provided earlier.^OS,Thu Oct 26 12:23:04 +0000 2017
1741793,3 to 7 of Nov. Still not here. More important point is you are still advertising the product as available on prime next day delivery....,1741797,Orders can be delivered up until 21:00. You can see how delivery dates are calculated here: ^AF,Tue Nov 07 16:58:52 +0000 2017
1427899,That it’s been out for delivery since this morning and “it’s on it’s way”,1427896,Parcels can be delivered as late as 21:00. Keep us posted on your delivery ^JF,Mon Nov 06 15:15:39 +0000 2017
1965755,I was and I sent an email from a link you provided and then I heard nothing,1965757,Sorry about that! You can get real-time solutions via phone/chat here: ^VB,Wed Oct 18 17:39:07 +0000 2017
1212715,I have already replied on that mail long back. Check ur inbox first,1212716,"Thank you for replying on the email, We'll get back to you with an update. You may check it here: ^BS",Sat Oct 28 12:05:10 +0000 2017
1104576,I checked the link before I wrote my question and the prices were no different. I'll check on my computer rather than phone. How long is 4,1104578,Please keep us posted and let us know if you can view the discounted prices on another device! We want to help! ^SD,Tue Oct 24 00:10:21 +0000 2017
314390,Plz return my money fraud. U cheated with me plz return my money.,314391,"The resolution provided in the email is the best we could offer. Further, we won't be able to provide any insight or action on this matter. ^PS",Sat Nov 25 06:50:43 +0000 2017
1190854,"I'v email in (only option) but it is tagging my account to ""new mystery"" address. I have made request response to correct account email",1190856,You can also request a call back here: or start a chat here: ^PK,Wed Oct 25 07:50:05 +0000 2017
377939,Why would i want to end it? The email address i received the notice of suspension is not the account you keep sending me to,377940,Do you have more than one Amazon account? ^JJ,Mon Oct 09 06:06:43 +0000 2017
1606243,Yes but the bundle price of 1194 today is becoming 1598 the moment it is added into cart. This is a bug which you can't deny.,1606245,Kindly get in touch with us here: and we’ll be glad to help you. ^AG,Tue Oct 17 10:48:45 +0000 2017
1710807,"Not at all. They said it was out on delivery, then pushed back delivery. I checked tracking, apparently it was still in facility.",1710809,I'm sorry for the delay! Late orders usually arrive within 1-2 business days. Let us know if you don't receive it soon! ^SB,Tue Nov 07 02:58:30 +0000 2017
348343,Your deliver executive has cancelled the order for my request to deliver on monday. One CS agent did false promise over re-initiating it,348344,Sorry to know that. Please fill this form here: with detailed information and we'll look into it. ^PS,Sun Oct 08 07:01:07 +0000 2017
1696857,Me too! This link sends me to a general page. Is frustrating. Give me an email or call me at 9175135767. It was my kids past birthday gifts!,1696858,"As we do not have account access here on Twitter, please use the above link to login and contact us. ^TR",Sun Oct 29 17:07:16 +0000 2017
2032921,it´s all in the CS log if you care to look…,2032923,"We'd love to help! However, we don't have access to your account via Twitter. Could you give us some information as to what is going on? We're here to help. ^AV",Sun Nov 26 11:46:04 +0000 2017
2162394,Been trying the same. Can't proceed beyond this..,2162392,If there is an issue with the item received kindly download the smartchk app for a preliminary diagnosis of the issues 1/n ^SH,Thu Nov 09 05:43:16 +0000 2017
286303,"I reported the same now you guys after asking for technician visit, that will stay 2 days. I need phone replacement urgent. Poor service",286305,Kindly follow as per the suggestion provided by our team. We'd appreciate your cooperation. ^SG,Fri Oct 06 15:22:50 +0000 2017
2032970,I have had it for one day. It's not a troubleshooting issue I just wanted to know if this is a common thing across all devices or if it is a fault.,2032972,Sorry to hear you're having issues with your Kindle Oasis. Please reach out to us here: so we can look into this for you.^ES,Sun Nov 26 11:43:12 +0000 2017
16870,Because of Amazon I purchased a product which blasted on day one...n u people asking me to keep cool...where is Surya flames #suryaflam1,16869,"Apologies for the situation, Anurag. Please share your details here: I'll reach &amp; assist. ^SV",Wed Oct 18 20:18:47 +0000 2017
1220980,Your customer service was useless!,1220976,"We'd be glad to assist you with this, Jean! Without posting personal account info, tell us more about your situation. ^FR",Wed Oct 25 14:56:59 +0000 2017
133707,That link brought me to the same page as before. It won't let me contact the seller (as stated in the second picture) Am I just out the money if the seller disappears?,133706,Have you tried raising an A-Z claim against the seller? You can do so on the following link: ^SM,Fri Nov 24 08:28:36 +0000 2017
2151965,this charger is for OnePlus one my phone is one plus 5t and why don't u understand that one plus original charger is useful only because it has 4 amphere supply while other charger have 2.1 Amp supply,2151966,You might want to look for the OnePlus charger here: This is an original charger as it is from the OnePlus storefront. You may check on the storefront by OnePlus here: ^KS,Sun Nov 26 14:34:19 +0000 2017
69684,Plz update on the status of my money. I was called today by courier boy and promised an upload of money. PLZ FOLLOW UP. #AmazonFraud #AmazonFails #AmazonPayQuiz #AmazonPay,69686,"We are working on your concern and will resolve it at the earliest, if you still have an insight to add reply to the correspondence you have received. ^MD",Fri Dec 01 14:57:36 +0000 2017
2616304,"i have done it #hours ago, #again #nothing has #happened... can u #explain ?????",2616303,"Apologies. If the details are shared from the link, we will get back to you soon. You will receive our correspondence here: Please reply to the email for any further assistance. ^BS",Fri Nov 17 14:25:33 +0000 2017
627666,Well that’s no help. ‘You can phone Hermes on the number provided on your calling card.’ There is NO calling card. Why does it have to be so difficult. 😧,627667,"When you have the time, please reach out to us via phone/chat here: and we can assist you further with this. ^TK",Wed Nov 22 15:44:43 +0000 2017
331274,Is it your new rules to harrash people good good makes people fool,331276,I understand your disappointment. Please request a return for the product using the link shared earlier. ^ZH,Sat Oct 07 18:30:22 +0000 2017
1529914,update on that: it's not going to be back out for delivery until Monday. 2000km: 12 hours. the last 5km: can't be done in 10.,1529915,I'm sorry! Please reach out to us here: so we can explore our options for you! Keep us updated! ^FR,Fri Nov 03 20:14:18 +0000 2017
2761493,"I am really fed off of giving response , you already have the concern but still you are harassing the customer. I u want you can see the pending cases in my account I given.",2761494,"Apologies, please reply to the email correspondence for a better insight about the issue. Twitter being a public platform we do not have access to your order details. ^SI",Tue Nov 21 07:30:25 +0000 2017
1395797,The delivery date given was December 4 - December 7! Is that why it hasn't been shipped out yet? ):,1395795,"Yes, that's the most likely reason why. Rest assured your order will still arrive in that time frame, Sam. Hope this helps!^SM",Fri Dec 01 10:04:50 +0000 2017
65690,"Also, not sure why I should give feedback in the UK if I live in the US. ;)",65692,"Apologizes for the wrong link Roland, here is the correct one for US: ^NV",Thu Nov 30 09:24:56 +0000 2017
2290533,No. Nothing at all. I have Prime as I thought I could trust Amazon for next day delivery especially when it's time sensitive. I need to reconsider.,2290531,Was the delay with the carrier or a delay with the dispatch of the order? ^NV,Sun Nov 12 08:02:58 +0000 2017
483056,any chance they can deliver to the alt address I provided please? They didn't try there either.,483055,Please contact us directly so we can try to reach the carrier: ^NC,Fri Dec 01 14:21:59 +0000 2017
1482327,the carrier is ONTRAC,1482329,We'd like to take a closer look into this for you. Please contact us at: ^CC,Fri Nov 03 22:47:15 +0000 2017
80524,I didn’t receive a survey as I as told I was being put through to a manager and then he disconnected the chat completely.,80525,"I'm so sorry the call was disconnected! You can also leave comments here on packaging feedback: If you need to reach out to us again, you can call or live chat with us here: ^KN",Thu Nov 30 13:36:22 +0000 2017
367435,What are you there for? Taking Salary for nothing?,367437,Could you please help us with the product page link and pincode? We'll look into it. ^HD,Mon Oct 09 01:56:48 +0000 2017
303494,I have sent my 26th message. I hope you guys straighten this out,303495,Please keep us updated on the outcome so we can be sure you're taken care of. ^HC,Fri Oct 06 22:51:21 +0000 2017
1670704,I have filled two times..,1670705,We've emailed a correspondence to you. Kindly check it here: and reply to it for further assistance.^SF,Wed Nov 08 06:05:59 +0000 2017
964971,I probably need to reset my amazon.in password. Inam always logged into the app on my phone I have forgotten my password.,964972,"Our team will work on the issue and get in touch with you, once we receive your details. ^NS",Sat Oct 14 05:34:51 +0000 2017
30553,Alright g,30552,"Glad to help, have a great day! 😊 - Tara S",Wed Nov 01 11:45:14 +0000 2017
1234066,"Great customer service from Robin, who has quickly dealt with the issue! Great Work!",1234067,"Thanks for the update, Chris! We're always here and happy to help! ^ML",Wed Oct 25 18:36:45 +0000 2017
1108335,"Nothing. Just wanted to say Good evening to whoever is replying. Why remember only to Complain? Have a nice day and Carry on. Good Luck, pal.!😊",1108333,That's so sweet of you. 😍 It's nice to be remembered on the brighter side of things. Have a fantastic rest of the evening 😇 ^VN,Wed Nov 08 14:49:30 +0000 2017
312093,Its through the online chat,312091,"When you chatted with us, were we able to help get a return set up for the item? ^EP",Sat Oct 07 03:50:19 +0000 2017
17258,whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,17257,"I get you're upset. However, we'd like to get this sorted out, please share the details and we'll reach out to you. ^MS",Fri Oct 20 11:46:06 +0000 2017
1387355,Reach us via phone is not there,1387357,"Once on the page, Kindly select the reason for contacting customer service and then you will get the options, Aravind. ^KS",Mon Oct 16 17:01:06 +0000 2017
2339090,I’m in the uk so it’s .co.uk.,2339091,Please reach out here so we can help you out ^KM,Fri Oct 20 07:40:15 +0000 2017
2945522,Sorry can I have a number as I can only access account via iPad as forgotten password. Thanks,2945524,Of course! Freephone (within the UK): 0800 279 7234 International: +44 207 084 7911 ^JO,Wed Nov 29 15:49:18 +0000 2017
2602288,Thank you,2602289,We hope your query is answered. Please keep us posted for further concerns. ^BV,Fri Nov 17 09:31:55 +0000 2017
617001,So I ordered it on Monday and it still hasn’t arrived!! Have you lost it?,617002,What is the current status of your parcel:,Sat Nov 25 07:02:05 +0000 2017
2397232,Marketplace Seller - I've messaged them but have been quoted two business days for a reply. Ordered a week ago.,2397231,"I'm sorry to see this, Scott. Please keep us updated on the response from the seller for this issue. ^TH",Thu Nov 09 11:28:46 +0000 2017
1073283,I have taken picture but refused to accept it: order also not in amazon package as well. Can I have CS number (UK) to call them tomorrow ?,1073284,Sorry to hear about the trouble! You can reach us anytime by phone or chat here: ^KJ,Sun Oct 15 00:19:10 +0000 2017
752398,net connection is too good able play video through chromecast,752399,Allow our support team to investigate this. You can report this here: ^CB.,Wed Oct 11 14:50:19 +0000 2017
2380883,"What is the status of my order ,, I haven't received it yet",2380884,Sorry to know that you haven't received your order yet. We'd like to check this right away. Please share your details here: and we'll get back to you with an update. ^SY,Tue Nov 14 08:01:31 +0000 2017
294816,I hope you are playing joke with a genuine customer. attaching the screenshot. last email recieved on 6thoct 2017. sir plz help,294817,"You should have received an email from the Social Media Team, please check your registered email address. ^HN",Mon Oct 09 11:38:22 +0000 2017
570045,Last one says out for deliver from Smyrna at 11:00am today. So really no reason why it should be delayed.,570047,Who is showing as the carrier for this order? You can find that here: ^HS,Sun Dec 03 03:41:59 +0000 2017
534136,Yes I've refreshed the map but the van's been there since 10.30 and still four deliveries ahead of me. I'll keep waiting!,534138,Keep us posted on its arrival! ^TK,Sat Dec 02 12:08:46 +0000 2017
1016400,"Yes, you have. I've been indoors all day waiting for my order that / clearly had no intention of delivering.",1016402,I'm sorry that we missed the delivery date! Contact us via this link: ^AR,Sun Oct 22 19:30:04 +0000 2017
812209,This is a UK link! Could you please send me a US based one? Is there a number I can call?,812211,Of course! Feel free to contact us using this link anytime: ^MH,Thu Oct 12 20:11:32 +0000 2017
1125044,"Sadly no, the landlord is currently not available. Would it be possible for the products to be redelivered once they are returned to the seller, I am willing to pay the shipping fee again?",1125045,"Hi, we are unable to reinstate orders so once the items have been returned to us you would have to place a new order.^TI",Mon Nov 27 14:59:13 +0000 2017
2458438,"Yes, several times recently. I am not sure what has changed, but something is off. Apparently, I am not the only one who has experienced missorted items and delay emails. Maybe you changed something recently and it does not seem to be working as well.",2458440,"Oh no, Tiffany! This isn't the experience we want for our customers. I'd like a member of our team look into this with you. Please reach out to us here: ^NS",Wed Nov 15 05:48:17 +0000 2017
77328,I’m going around and around since Tuesday with people from overseas that can’t understand what I’m saying and I can’t understand what they are saying. Why can’t I just speak to an American,77330,"Hello, all of our associates are trained to help you with your query. Can you share with us what is occurring. We will try to help if possible.^CR",Thu Nov 30 12:31:21 +0000 2017
2291214,"Yes, I send an email to __email__ yesterday and today but I have no answer. I send 4 faxes with all my information",2291216,"Please give the account specialists 24-48 hours to respond, be on the lookout for a call or e-mail! Keep us posted! ^BE",Thu Oct 19 19:50:50 +0000 2017
1439087,Thank you. The team seems to be working on this. I already see changes. Way to go.,1439088,You're welcome. Do keep us posted for any further concerns. We'll be glad to help. ^VN,Thu Nov 02 11:56:36 +0000 2017
1246842,Just placed this order with two-day shipping today... Won't be here until next Wednesday.,1246844,"I understand. However, Two-Day shipping refers to shipment transit time. More information is here: ^SK",Thu Oct 26 01:15:55 +0000 2017
234197,Make things alright? Were you guys sleeping in the last 10 days?,234196,As requested earlier please respond to the e-mail sent by us so that we can look into it. (2/2) ^MV,Sun Oct 01 09:56:53 +0000 2017
1138338,iPhone case:,1138337,"The reductions are used only for products sold by Amazon, this isn't the case for the product you wish to order. ^BR",Wed Nov 01 23:14:16 +0000 2017
